,app_id,app_name,neg,pos,steam_score,wilson
9596,311820,RC Mini Racers,33,45,57.69%,45.06%
9597,393600,Robot Exploration Squad,6,14,70.00%,45.06%
9598,576130,State of Anarchy: Master of Mayhem,6,14,70.00%,45.06%
9599,505080,Gakuen Club,6,14,70.00%,45.06%
9600,391780,Uebergame,216,219,50.34%,45.00%
9601,513320,ALICE VR,36,48,57.14%,44.98%
9602,325320,Mythos: The Beginning,22,33,60.00%,44.97%
9603,402850,Miner Mayhem,38,50,56.82%,44.93%
9604,392820,Wild Island Quest,118,128,52.03%,44.92%
9605,227400,Darkfall Unholy Wars,324,315,49.30%,44.89%
9606,409170,Contract,23,34,59.65%,44.88%
9607,444440,Scapeland,23,34,59.65%,44.88%
9608,494220,Blight of the Immortals,15,25,62.50%,44.87%
9609,393660,Streamline,15,25,62.50%,44.87%
9610,599480,Flamel's miracle（弗拉梅尔的奇迹）,15,25,62.50%,44.87%
9611,505760,Whispers,42,54,56.25%,44.87%
9612,254100,World War II: Panzer Claws,94,105,52.76%,44.86%
9613,529240,"Creature Clicker - Capture, Train, Ascend!",61,73,54.48%,44.85%
9614,11260,Pacific Storm: Allies,49,61,55.45%,44.83%
9615,327380,Pirates! Gold Plus (Classic),10,19,65.52%,44.82%
9616,353630,Oil Enterprise,54,66,55.00%,44.82%
9617,546210,Unforgiven VR,10,19,65.52%,44.82%
9618,503160,Angels & Demigods,24,35,59.32%,44.81%
9619,354960,An Imp? A Fiend!,24,35,59.32%,44.81%
9620,407190,Club Manager 2016,24,35,59.32%,44.81%
9621,252250,Maia,357,343,49.00%,44.79%
9622,332810,Midnight Mysteries: Witches of Abraham - Collector's Edition,2,8,80.00%,44.76%
9623,440870,Mysteries of the Past: Shadow of the Daemon Collector's Edition,2,8,80.00%,44.76%
9624,361160,Steamalot: Epoch's Journey,2,8,80.00%,44.76%
9625,546330,SPACE MOUSE,2,8,80.00%,44.76%
9626,629720,Fuzecat,2,8,80.00%,44.76%
9627,473720,Mutant Mudds Super Challenge,2,8,80.00%,44.76%
9628,371790,Ramayana,2,8,80.00%,44.76%
9629,418050,FALL,2,8,80.00%,44.76%
9630,521760,Taikou Risshiden,2,8,80.00%,44.76%
9631,468170,Doll City : Prologue,2,8,80.00%,44.76%
9632,42950,Elven Legacy: Ranger,2,8,80.00%,44.76%
9633,568130,Gum Guy,2,8,80.00%,44.76%
9634,343320,StaudSoft's Synthetic World,2,8,80.00%,44.76%
9635,577280,SCALPERS: Turtle & the Moonshine Gang,2,8,80.00%,44.76%
9636,524650,BANG BANG BANG!,2,8,80.00%,44.76%
9637,530830,Sophie's Guardian,2,8,80.00%,44.76%
9638,335420,ルナティックドーン 前途への道標,2,8,80.00%,44.76%
9639,594310,Reflection of a Fallen Feather,2,8,80.00%,44.76%
9640,547840,Interfectorem,2,8,80.00%,44.76%
9641,524200,Queen Of Thieves,2,8,80.00%,44.76%
9642,613250,Keyboard Killer,2,8,80.00%,44.76%
9643,551050,Die With Glory,2,8,80.00%,44.76%
9644,395960,عالم أريب,2,8,80.00%,44.76%
9645,541160,MC Lars: The Video Game,2,8,80.00%,44.76%
9646,412970,Beatbuddy: On Tour,2,8,80.00%,44.76%
9647,525950,JUST BAT (VR CRICKET),2,8,80.00%,44.76%
9648,528070,Solitaire Beach Season,2,8,80.00%,44.76%
9649,344960,Jaques Roque,2,8,80.00%,44.76%
9650,594360,Sort 'Em,2,8,80.00%,44.76%
9651,520510,Tribocalypse VR,2,8,80.00%,44.76%
9652,556710,Marrow,2,8,80.00%,44.76%
9653,493620,VR Disc Golf,2,8,80.00%,44.76%
9654,487580,Ludo Supremo,25,36,59.02%,44.75%
9655,39690,ArcaniA,589,545,48.06%,44.75%
9656,429580,A Wild Catgirl Appears!,83,94,53.11%,44.73%
9657,424590,Farm Expert 2017,202,204,50.25%,44.72%
9658,65560,Painkiller: Redemption,157,163,50.94%,44.71%
9659,401420,Match 3 Revolution,16,26,61.90%,44.71%
9660,280500,KRUNCH,16,26,61.90%,44.71%
9661,471770,"In Case of Emergency, Release Raptor",16,26,61.90%,44.71%
9662,380700,Zombie Killtime,16,26,61.90%,44.71%
9663,547820,Kitten Squad,16,26,61.90%,44.71%
9664,547960,Space Beret,116,125,51.87%,44.69%
9665,237550,Realms of Arkania: Blade of Destiny,114,123,51.90%,44.66%
9666,206760,Painkiller: Recurring Evil,76,87,53.37%,44.65%
9667,229970,Armada 2526 Gold Edition,27,38,58.46%,44.64%
9668,308520,Minimon,27,38,58.46%,44.64%
9669,207430,"Hack, Slash, Loot",326,313,48.98%,44.58%
9670,448820,Planet in the Shadows,4,11,73.33%,44.57%
9671,355140,Traps N' Gemstones,4,11,73.33%,44.57%
9672,486810,House of Snark 6-in-1 Bundle,4,11,73.33%,44.57%
9673,449120,Nanobots,4,11,73.33%,44.57%
9674,355190,Geocore,4,11,73.33%,44.57%
9675,528250,Patchwork,4,11,73.33%,44.57%
9676,321610,Demonlisher,4,11,73.33%,44.57%
9677,207710,Bumbledore,17,27,61.36%,44.57%
9678,457660,Andromedum,4,11,73.33%,44.57%
9679,536530,Marlene Act 1 Betwixt,4,11,73.33%,44.57%
9680,366670,The Travels of Marco Polo,4,11,73.33%,44.57%
9681,46850,Zombie Pirates,17,27,61.36%,44.57%
9682,563270,In Vitra,4,11,73.33%,44.57%
9683,589690,Queen's Quest 3: The End of Dawn,4,11,73.33%,44.57%
9684,437880,Project Graviton,4,11,73.33%,44.57%
9685,276240,My Vet Practice: In the Country,4,11,73.33%,44.57%
9686,434790,Planet 1138,4,11,73.33%,44.57%
9687,435420,Operation: Matriarchy,4,11,73.33%,44.57%
9688,374680,Tiki Galore,4,11,73.33%,44.57%
9689,262300,Tsukumogami,17,27,61.36%,44.57%
9690,502650,Autumn Park Mini Golf,4,11,73.33%,44.57%
9691,534360,Colt Express,4,11,73.33%,44.57%
9692,436060,Lolly Joe,4,11,73.33%,44.57%
9693,555890,Burgers 2,4,11,73.33%,44.57%
9694,582050,HVRGUN,4,11,73.33%,44.57%
9695,503140,Dungeon Punks,4,11,73.33%,44.57%
9696,11240,Space Trader: Merchant Marine,291,282,49.21%,44.56%
9697,462060,Base Squad 49,157,162,50.78%,44.55%
9698,585780,Miner Ultra Adventures,106,115,52.04%,44.54%
9699,346220,Lif,65,76,53.90%,44.52%
9700,387880,Ninjahtic Mind Tricks,11,20,64.52%,44.51%
9701,16620,Monster Trucks Nitro,11,20,64.52%,44.51%
9702,397870,Arcane Sorcery,11,20,64.52%,44.51%
9703,340950,Let There Be Life,11,20,64.52%,44.51%
9704,508300,Strategy & Tactics: Dark Ages,11,20,64.52%,44.51%
9705,291050,Planet Stronghold,31,42,57.53%,44.50%
9706,423550,Day D: Tower Rush,7,15,68.18%,44.44%
9707,270030,Snow Horse,7,15,68.18%,44.44%
9708,385900,Arevan,7,15,68.18%,44.44%
9709,396420,The Spookening,7,15,68.18%,44.44%
9710,550240,After Life - Story of a Father,7,15,68.18%,44.44%
9711,361970,Weather Lord: The Successor's Path,7,15,68.18%,44.44%
9712,533320,Space Trucker,7,15,68.18%,44.44%
9713,303910,Time of Fury,7,15,68.18%,44.44%
9714,367710,Afterlife Empire,34,45,56.96%,44.43%
9715,250540,C-Wars,35,46,56.79%,44.42%
9716,291130,Akane the Kunoichi,326,311,48.82%,44.41%
9717,205530,Gratuitous Tank Battles,37,48,56.47%,44.39%
9718,11560,Maelstrom,38,49,56.32%,44.38%
9719,304390,For Honor,"11,175","9,200",45.15%,44.37%
9720,302950,Heileen 1: Sail Away,44,55,55.56%,44.36%
9721,449820,Daughter of Shadows: An SCP Breach Event,19,29,60.42%,44.34%
9722,569970,Chosen 2,19,29,60.42%,44.34%
9723,632290,The Grand Ball,0,4,100%,44.33%
9724,586320,U.F.O - Unfortunately Fortunate Organisms,0,4,100%,44.33%
9725,605190,Getaway Island,0,4,100%,44.33%
9726,503070,Off the Record: The Italian Affair Collector's Edition,0,4,100%,44.33%
9727,516520,Omega Reaction,0,4,100%,44.33%
9728,419020,Wishmere,0,4,100%,44.33%
9729,542210,Xemo : Robot Sim,0,4,100%,44.33%
9730,339710,Cyber Chicken,0,4,100%,44.33%
9731,574420,Dr. Doyle & The Mystery of the Cloche Hat,0,4,100%,44.33%
9732,543720,Damned Cold,0,4,100%,44.33%
9733,501500,Black Moon Chronicles,0,4,100%,44.33%
9734,36150,Westward,0,4,100%,44.33%
9735,534560,Ramify,0,4,100%,44.33%
9736,585310,Beyond The City VR,0,4,100%,44.33%
9737,534680,Dolphin Up,0,4,100%,44.33%
9738,601920,Adjacency,0,4,100%,44.33%
9739,493110,KOTH,0,4,100%,44.33%
9740,568670,Heroes of Dark Dungeon,0,4,100%,44.33%
9741,416120,InterSection,0,4,100%,44.33%
9742,374630,Mactabilis,0,4,100%,44.33%
9743,601320,Schlocks,0,4,100%,44.33%
9744,496030,Dark Parables: The Swan Princess and The Dire Tree Collector's Edition,0,4,100%,44.33%
9745,572640,Fake Happy End,0,4,100%,44.33%
9746,577160,Skyling: Garden Defense,0,4,100%,44.33%
9747,351690,Apple Jack 1&2,0,4,100%,44.33%
9748,495550,Baskhead,0,4,100%,44.33%
9749,592120,Glyphs Apprentice,0,4,100%,44.33%
9750,593210,Counter Fight: Samurai Edition,0,4,100%,44.33%
9751,556190,Seven Seas Solitaire,0,4,100%,44.33%
9752,408860,Dead Stop,0,4,100%,44.33%
9753,552690,Fantasy Fairways,0,4,100%,44.33%
9754,598670,Otome Romance Jigsaws - Midnight Cinderella & Destined to Love,0,4,100%,44.33%
9755,493670,Valkyrius Prime,0,4,100%,44.33%
9756,648810,Vehicle VR,0,4,100%,44.33%
9757,559280,Snailiens,0,4,100%,44.33%
9758,447930,LYDIA: SWEET DREAMS,0,4,100%,44.33%
9759,547740,Across,0,4,100%,44.33%
9760,617060,Virush,0,4,100%,44.33%
9761,535680,MOORHUHN | CRAZY CHICKEN strikes back,0,4,100%,44.33%
9762,553440,R.A.T.S.,0,4,100%,44.33%
9763,503690,Starship Disco,0,4,100%,44.33%
9764,498000,Mushroom Crusher Extreme,0,4,100%,44.33%
9765,541560,Suppressed,0,4,100%,44.33%
9766,618670,One Bullet left,0,4,100%,44.33%
9767,631530,Fight or Die 2,0,4,100%,44.33%
9768,499110,Dark Parables: Rise of the Snow Queen Collector's Edition,0,4,100%,44.33%
9769,547210,Sullen,0,4,100%,44.33%
9770,515000,PANIC at Multiverse High!,0,4,100%,44.33%
9771,585770,Prism Collider,0,4,100%,44.33%
9772,346130,Rktcr,0,4,100%,44.33%
9773,586430,Spheroids,0,4,100%,44.33%
9774,538410,Chicken Chase,0,4,100%,44.33%
9775,550930,Rocket Craze 3D,0,4,100%,44.33%
9776,453470,Hacked,0,4,100%,44.33%
9777,366380,MYTH,0,4,100%,44.33%
9778,362030,Mysteries & Nightmares: Morgiana,0,4,100%,44.33%
9779,461280,Missileman Origins,0,4,100%,44.33%
9780,608870,Phantasma,0,4,100%,44.33%
9781,476000,Slightly Magic - 8bit Legacy Edition,0,4,100%,44.33%
9782,216930,Luxor Amun Rising HD,0,4,100%,44.33%
9783,459780,Vektron Revenge,0,4,100%,44.33%
9784,613850,Radiant Crusade,0,4,100%,44.33%
9785,545840,Convicted Galaxy,0,4,100%,44.33%
9786,605210,The Last Tree,0,4,100%,44.33%
9787,566980,Don't Feed the Animals,0,4,100%,44.33%
9788,479150,BoX -containment-,0,4,100%,44.33%
9789,511120,ikenie,0,4,100%,44.33%
9790,364740,Magi,0,4,100%,44.33%
9791,514050,Uprising 2: Lead and Destroy,0,4,100%,44.33%
9792,613240,Stonekeep,0,4,100%,44.33%
9793,551670,TWIN BROS,0,4,100%,44.33%
9794,633600,Creatures Such as We,0,4,100%,44.33%
9795,455080,Awakening: The Redleaf Forest Collector's Edition,0,4,100%,44.33%
9796,454780,Atriage,0,4,100%,44.33%
9797,567860,Passage 4,0,4,100%,44.33%
9798,562680,The Wizards Who Fell In A Hole,0,4,100%,44.33%
9799,454390,Rally Copters,0,4,100%,44.33%
9800,550200,World Destroyers,0,4,100%,44.33%
9801,563380,Shadows,0,4,100%,44.33%
9802,564750,Dimension Jump,0,4,100%,44.33%
9803,227860,Castle Story,"2,044","1,751",46.14%,44.33%
9804,522080,Gemstone Keeper,0,4,100%,44.33%
9805,466060,Shiver: Vanishing Hitchhiker Collector's Edition,0,4,100%,44.33%
9806,539270,Mahjong,0,4,100%,44.33%
9807,466020,Off the Record: The Linden Shades Collector's Edition,0,4,100%,44.33%
9808,513060,Wills and Wonders,0,4,100%,44.33%
9809,546100,BOTOLO,0,4,100%,44.33%
9810,465060,EXZEAL,0,4,100%,44.33%
9811,522890,Ant-gravity: Tiny's Adventure,0,4,100%,44.33%
9812,623310,Arcfall,20,30,60.00%,44.26%
9813,508820,Won't You Be My Laser?,12,21,63.64%,44.26%
9814,312420,Hell,12,21,63.64%,44.26%
9815,524030,Machine Learning: Episode I,12,21,63.64%,44.26%
9816,328060,Tales Runner,280,269,49.00%,44.25%
9817,393920,Auto Dealership Tycoon,70,80,53.33%,44.24%
9818,389430,Knight Online,"3,678","3,081",45.58%,44.23%
9819,327680,Grind Zones,389,363,48.27%,44.21%
9820,434610,Forbidden planet,100,108,51.92%,44.20%
9821,436160,The Panic Room,124,130,51.18%,44.20%
9822,267670,Realms of Arkania 1 - Blade of Destiny Classic,21,31,59.62%,44.18%
9823,265120,Meridian: New World,215,211,49.53%,44.14%
9824,278970,DiggerOnline,"11,056","9,018",44.92%,44.14%
9825,485310,Head Shot,524,477,47.65%,44.13%
9826,291250,Jumpdrive,62,72,53.73%,44.12%
9827,247730,Nether,"9,443","7,716",44.97%,44.12%
9828,342740,Samudai,22,32,59.26%,44.11%
9829,267900,Guilty Gear Isuka,130,135,50.94%,44.11%
9830,549900,Leviathan Starblade,13,22,62.86%,44.05%
9831,317290,Bionic Heart 2,13,22,62.86%,44.05%
9832,639010,Fear Effect Sedna Demo,13,22,62.86%,44.05%
9833,510220,Forgotten Heroes,13,22,62.86%,44.05%
9834,287200,Wildlife Park 3,115,121,51.27%,44.03%
9835,320650,Season Match 2,24,34,58.62%,44.01%
9836,7770,X-COM: Enforcer,114,120,51.28%,44.01%
9837,276770,Toy Soldiers: War Chest,102,109,51.66%,44.00%
9838,333340,Star Rangers,54,64,54.24%,44.00%
9839,574630,Word Killer: Revolution,54,64,54.24%,44.00%
9840,496640,Strange Night,25,35,58.33%,43.97%
9841,321940,Moorhuhn - Tiger and Chicken,8,16,66.67%,43.96%
9842,523080,Footbrawl Playground,8,16,66.67%,43.96%
9843,321350,Fairspace,8,16,66.67%,43.96%
9844,364100,Space Robot Samurai Zombie Slayer,8,16,66.67%,43.96%
9845,341270,Samphi,8,16,66.67%,43.96%
9846,450290,Assault on Arnhem,8,16,66.67%,43.96%
9847,399900,Mad Snowboarding,8,16,66.67%,43.96%
9848,293200,Sentinel,26,36,58.06%,43.94%
9849,475100,Kalonline,167,167,50.00%,43.91%
9850,55020,Air Forte ,27,37,57.81%,43.91%
9851,403880,MotoGP™15 Compact,27,37,57.81%,43.91%
9852,447850,The Next Door,275,261,48.69%,43.89%
9853,254080,World War III: Black Gold,119,124,51.03%,43.89%
9854,34800,Chronicles of Mystery: The Scorpio Ritual,14,23,62.16%,43.88%
9855,328740,Bit Odyssey,14,23,62.16%,43.88%
9856,372780,Pulse,14,23,62.16%,43.88%
9857,331340,Tulpa,83,91,52.30%,43.87%
9858,434480,Mathoria: It All Adds Up,29,39,57.35%,43.87%
9859,325430,Metaverse,32,42,56.76%,43.83%
9860,432500,Evertown,40,50,55.56%,43.83%
9861,321030,One Day For Ched,116,121,51.05%,43.83%
9862,211070,Check vs. Mate,32,42,56.76%,43.83%
9863,27050,FATALE,38,48,55.81%,43.82%
9864,262100,Trench Run,36,46,56.10%,43.82%
9865,355810,Centauri Sector,15,24,61.54%,43.73%
9866,313200,The Abbey,15,24,61.54%,43.73%
9867,477140,SparkDimension,15,24,61.54%,43.73%
9868,251310,Eleusis,89,96,51.89%,43.72%
9869,12480,9th Company - Roots of Terror,61,70,53.44%,43.72%
9870,433320,Marvel: Ultimate Alliance 2,76,84,52.50%,43.71%
9871,256010,Jagged Alliance Flashback,337,312,48.07%,43.71%
9872,534820,Heroes Evolved,172,170,49.71%,43.70%
9873,495830,Endless Labyrinth,1,6,85.71%,43.69%
9874,553040,BASMENT DWELLERS,1,6,85.71%,43.69%
9875,503980,Detective Hank and the Golden Sneeze,1,6,85.71%,43.69%
9876,589410,Dämmerlicht,1,6,85.71%,43.69%
9877,532090,Dawn's Light 2,1,6,85.71%,43.69%
9878,589060,"Trapper Knight, Sharpshooter Princess",1,6,85.71%,43.69%
9879,562740,ZombiesTown VR,1,6,85.71%,43.69%
9880,412930,Farm Mania: Hot Vacation,1,6,85.71%,43.69%
9881,552240,Fancy Trangram VR,1,6,85.71%,43.69%
9882,576280,Arena Hero,1,6,85.71%,43.69%
9883,333130,Do Not Fall,1,6,85.71%,43.69%
9884,514350,Fancy Slingshot VR,1,6,85.71%,43.69%
9885,458110,VReakout,1,6,85.71%,43.69%
9886,603840,Randall,1,6,85.71%,43.69%
9887,423780,Zero Gravity,1,6,85.71%,43.69%
9888,614130,Command: Chains of War,1,6,85.71%,43.69%
9889,526270,Adventurous Life,1,6,85.71%,43.69%
9890,625010,Little Lords of Twilight®,1,6,85.71%,43.69%
9891,549780,Rainbow Rage Squad,1,6,85.71%,43.69%
9892,546610,Acro Storm,1,6,85.71%,43.69%
9893,340700,Aqua Panic!,1,6,85.71%,43.69%
9894,549190,FETCH,1,6,85.71%,43.69%
9895,509620,Last Stitch Goodnight,1,6,85.71%,43.69%
9896,459410,Sector 724,1,6,85.71%,43.69%
9897,552540,Lotia®,1,6,85.71%,43.69%
9898,387100,Walkerman,1,6,85.71%,43.69%
9899,459150,Super Cat Herding: Totally Awesome Edition,1,6,85.71%,43.69%
9900,554940,VR Apocalypse,1,6,85.71%,43.69%
9901,580870,Ballistic,1,6,85.71%,43.69%
9902,603380,Dragon Essence - Color My World -,1,6,85.71%,43.69%
9903,579720,Neverout,1,6,85.71%,43.69%
9904,544710,Delicious - Emily's New Beginning,1,6,85.71%,43.69%
9905,545400,Natural - Beyond Nature -,1,6,85.71%,43.69%
9906,501310,Venture Forth,1,6,85.71%,43.69%
9907,567890,Zero-G,1,6,85.71%,43.69%
9908,468150,Trap House,1,6,85.71%,43.69%
9909,644660,Lathe Safety Simulator,1,6,85.71%,43.69%
9910,510280,Orange Adventure,1,6,85.71%,43.69%
9911,550560,Chilie,1,6,85.71%,43.69%
9912,358240,Monuments of Mars,5,12,70.59%,43.63%
9913,543350,The Night The Carsons Disappeared,5,12,70.59%,43.63%
9914,341080,Nexus : One Core,5,12,70.59%,43.63%
9915,363220,Ghost in the Machine,5,12,70.59%,43.63%
9916,266030,DRAKERZ-Confrontation,126,129,50.59%,43.63%
9917,16040,Luxor: Quest for the Afterlife,5,12,70.59%,43.63%
9918,399420,The Prism,5,12,70.59%,43.63%
9919,438730,Poly Towns,5,12,70.59%,43.63%
9920,454420,Mini Metal,5,12,70.59%,43.63%
9921,592320,The Ruins: VR Escape the Room,5,12,70.59%,43.63%
9922,619600,Wrecked: Get Your Ship Together,5,12,70.59%,43.63%
9923,406080,Ant War: Domination,72,80,52.63%,43.62%
9924,405960,Sunken,16,25,60.98%,43.62%
9925,493760,Fairyland: Incursion,16,25,60.98%,43.62%
9926,24480,King Arthur II - The Role-playing Wargame,152,152,50.00%,43.62%
9927,510840,Evolvation,9,17,65.38%,43.59%
9928,256390,MotoGP™14,189,184,49.33%,43.58%
9929,461520,Grizzly Valley,70,78,52.70%,43.57%
9930,387970,Clown House (Palyaço Evi),448,403,47.36%,43.55%
9931,545650,High Profits,380,346,47.66%,43.53%
9932,321950,Yury,207,199,49.01%,43.50%
9933,431500,Clash of the Monsters,162,160,49.69%,43.50%
9934,473670,The Dolls,80,87,52.10%,43.50%
9935,357900,Make it indie!,601,528,46.77%,43.46%
9936,253510,Warmachine Tactics,481,429,47.14%,43.46%
9937,293340,The Good Life,48,57,54.29%,43.44%
9938,310070,The Nightmare Cooperative,47,56,54.37%,43.42%
9939,577460,Hunter's Grimm,64,72,52.94%,43.41%
9940,445720,Battle Islands: Commanders,337,308,47.75%,43.38%
9941,265970,Worlds of Magic,221,210,48.72%,43.37%
9942,225360,DARK,426,382,47.28%,43.37%
9943,48800,Ship Simulator Extremes,613,536,46.65%,43.37%
9944,432170,Silver Knight,19,28,59.57%,43.37%
9945,333350,Cults and Daggers,19,28,59.57%,43.37%
9946,253860,Earth 2140 HD,62,70,53.03%,43.36%
9947,508450,NASCAR Heat Evolution,104,108,50.94%,43.32%
9948,514470,Fantastic 4 In A Row 2,20,29,59.18%,43.32%
9949,467010,Fall of Civilization,20,29,59.18%,43.32%
9950,283410,CT Special Forces: Fire for Effect,84,90,51.72%,43.30%
9951,596950,Rat Simulator,10,18,64.29%,43.30%
9952,388680,Unfinished - An Artist's Lament,10,18,64.29%,43.30%
9953,339110,Plith,10,18,64.29%,43.30%
9954,312210,The Fifth Day,441,393,47.12%,43.28%
9955,277510,Shiny The Firefly,40,49,55.06%,43.28%
9956,458970,Intruder Alert: Ixian Operations,21,30,58.82%,43.27%
9957,604780,aMAZE,21,30,58.82%,43.27%
9958,338540,Navy Field 2 : Conqueror of the Ocean,674,583,46.38%,43.25%
9959,215770,Shad'O,38,47,55.29%,43.25%
9960,468570,De-Void,22,31,58.49%,43.24%
9961,242980,Daikatana,186,179,49.04%,43.23%
9962,352960,Star Horizon,37,46,55.42%,43.23%
9963,491580,Mahjong Destiny,23,32,58.18%,43.21%
9964,328830,Rugby Union Team Manager 2015,34,43,55.84%,43.19%
9965,424260,Feelings Adrift,24,33,57.89%,43.19%
9966,316810,Shadowcrypt,25,34,57.63%,43.17%
9967,8330,Telltale Texas Hold'Em,25,34,57.63%,43.17%
9968,209730,RAW - Realms of Ancient War,274,253,48.01%,43.17%
9969,208110,Myst V,27,36,57.14%,43.16%
9970,12390,Exodus from the Earth,30,39,56.52%,43.16%
9971,324420,Desert Ashes,27,36,57.14%,43.16%
9972,13580,Tom Clancy's Splinter Cell: Double Agent,316,288,47.68%,43.16%
9973,377980,Mortos,27,36,57.14%,43.16%
9974,313870,A Vampyre Story,27,36,57.14%,43.16%
9975,386280,Vendetta - Curse of Raven's Cry,67,74,52.48%,43.13%
9976,548290,Dark Eden,78,84,51.85%,43.13%
9977,455120,Stay Close,97,101,51.01%,43.12%
9978,311120,The Stalin Subway: Red Veil,180,173,49.01%,43.10%
9979,513210,Rescue Bear Operation,11,19,63.33%,43.07%
9980,459130,Love in the Glen,11,19,63.33%,43.07%
9981,512560,HoCWar,11,19,63.33%,43.07%
9982,286520,Viking Brothers,11,19,63.33%,43.07%
9983,450740,Mind Unleashed,11,19,63.33%,43.07%
9984,207370,eXceed - Gun Bullet Children,211,199,48.54%,43.06%
9985,200390,Oil Rush,157,153,49.35%,43.05%
9986,424870,Threads of Destiny,3,9,75.00%,42.97%
9987,355650,Pirates vs Corsairs: Davy Jones's Gold,6,13,68.42%,42.97%
9988,381310,Proton Pulse,3,9,75.00%,42.97%
9989,625370,A SECOND BEFORE US,6,13,68.42%,42.97%
9990,503410,Zombie Camp,6,13,68.42%,42.97%
9991,390940,The Musketeers: Victoria's Quest,3,9,75.00%,42.97%
9992,516610,Guardian war VR,3,9,75.00%,42.97%
9993,344100,Never Ending Night,3,9,75.00%,42.97%
9994,612190,Fastigium: Dead End,3,9,75.00%,42.97%
9995,563570,Tyrfing Cycle,3,9,75.00%,42.97%
9996,506960,Pong Champion VR,3,9,75.00%,42.97%
9997,464240,Detective Hunt - Crownston City PD,6,13,68.42%,42.97%
9998,486120,Escape The Past,6,13,68.42%,42.97%
9999,543710,Cogito,3,9,75.00%,42.97%
10000,557770,Pawn,3,9,75.00%,42.97%
10001,31210,Tales of Monkey Island: Chapter 5 - Rise of the Pirate God,3,9,75.00%,42.97%
10002,582370,Snowflake's Chance,3,9,75.00%,42.97%
10003,535260,Save Home,6,13,68.42%,42.97%
10004,565670,kunlun fight,3,9,75.00%,42.97%
10005,318740,The Princess and The Frog,3,9,75.00%,42.97%
10006,391960,Super Mega Bob,6,13,68.42%,42.97%
10007,600330,CONTRACTED,3,9,75.00%,42.97%
10008,529420,Crazy Sapper 3D,3,9,75.00%,42.97%
10009,16110,Virtual Villagers 2: The Lost Children,3,9,75.00%,42.97%
10010,603250,My Own Little Planet,3,9,75.00%,42.97%
10011,3490,Venice,3,9,75.00%,42.97%
10012,373460,Fury Of The Gods,3,9,75.00%,42.97%
10013,454580,Spider Wars,3,9,75.00%,42.97%
10014,544130,Whack a Vote: Hammering the Polls,3,9,75.00%,42.97%
10015,601170,ZiL Truck RallyCross,6,13,68.42%,42.97%
10016,406300,Lighthockey,3,9,75.00%,42.97%
10017,393860,Smoots World Cup Tennis,6,13,68.42%,42.97%
10018,3580,The Wizard's Pen,3,9,75.00%,42.97%
10019,455230,Bazaar,3,9,75.00%,42.97%
10020,545250,Bloody Boobs,249,230,48.02%,42.95%
10021,382850,Piercing Blow,877,738,45.70%,42.94%
10022,379290,Sumo Revise,60,67,52.76%,42.91%
10023,459020,Melting Hearts: Our Love Will Grow 2,12,20,62.50%,42.89%
10024,327210,Cheesecake Cool Conrad,12,20,62.50%,42.89%
10025,496680,SweatShop,164,158,49.07%,42.89%
10026,325110,Save the Furries,12,20,62.50%,42.89%
10027,351080,The Corporate Machine,12,20,62.50%,42.89%
10028,412010,Crossbow Warrior - The Legend of William Tell,12,20,62.50%,42.89%
10029,315550,Taxi,128,127,49.80%,42.86%
10030,435440,Galaxy Control: 3D Strategy,149,145,49.32%,42.85%
10031,269350,Montas,68,74,52.11%,42.81%
10032,527750,Merger 3D,42,50,54.35%,42.79%
10033,463040,Experience,42,50,54.35%,42.79%
10034,299340,Habitat,95,98,50.78%,42.79%
10035,396160,Secret Of Magia,292,264,47.48%,42.78%
10036,413510,The Extinction,13,21,61.76%,42.75%
10037,403590,Klepto,66,72,52.17%,42.74%
10038,320400,Magnifico,38,46,54.76%,42.67%
10039,249570,The Castle Doctrine,181,171,48.58%,42.67%
10040,496500,Moon Colonization Project,91,94,50.81%,42.66%
10041,455940,Odd||Even,37,45,54.88%,42.64%
10042,563340,Blue Tear,14,22,61.11%,42.64%
10043,575700,Fruit Arranger,52,59,53.15%,42.63%
10044,371220,VERLIES II,36,44,55.00%,42.61%
10045,283310,Soulbringer,62,68,52.31%,42.59%
10046,486820,Yellow: The Yellow Artifact,286,257,47.33%,42.57%
10047,307770,Wildlife Park 2 - Horses,15,23,60.53%,42.55%
10048,576320,Economic Conquest,15,23,60.53%,42.55%
10049,302010,The Blue Flamingo,251,228,47.60%,42.54%
10050,12460,BC Kings,70,75,51.72%,42.52%
10051,249610,Galactic Arms Race,33,41,55.41%,42.52%
10052,213350,MDK 2 HD,32,40,55.56%,42.50%
10053,351400,The Defenders: The Second Wave,32,40,55.56%,42.50%
10054,533890,ReBoot,7,14,66.67%,42.49%
10055,294580,Freddi Fish and Luther's Water Worries,7,14,66.67%,42.49%
10056,525350,Thick Air,7,14,66.67%,42.49%
10057,380560,Spandex Force: Champion Rising,7,14,66.67%,42.49%
10058,516040,Everything is Peachy,7,14,66.67%,42.49%
10059,325630,Arms Dealer,94,96,50.53%,42.49%
10060,17180,Mosby's Confederacy,7,14,66.67%,42.49%
10061,428250,Mystery Castle: The Mirror's Secret,7,14,66.67%,42.49%
10062,517460,SteamHammerVR,7,14,66.67%,42.49%
10063,578920,Demon Lord,7,14,66.67%,42.49%
10064,375790,Build 'n Bump,7,14,66.67%,42.49%
10065,91810,Ancients of Ooga,7,14,66.67%,42.49%
